Date,Close,High,Low,Open,Volume,MA10,MA50,MA100,MA200,RSI,Norm_Volume,Bollinger_Upper,Bollinger_Lower
2020-10-15,117.70416259765624,118.18195887523946,115.20791231870913,115.7637182773626,112559200.0,114.77887191772462,114.00747116088867,101.50143745422363,86.17618528366089,63.10225224469283,0.6304041607149542,121.17347043901941,102.62144456952552
2020-10-16,116.05624389648438,118.52324985437662,115.85147406239771,118.25996903954183,115393800.0,115.3639305114746,114.11127029418945,101.88792388916016,86.39288618087768,56.51058114823394,0.6526423889958536,121.18960042410717,103.79298319405689
2020-10-19,113.0919418334961,117.42137467094595,112.77991057098248,116.97283019604589,120639300.0,115.31322326660157,114.20619598388672,102.24442665100098,86.59830026626587,52.833577679069755,0.6883367877990866,121.13353751745274,104.42435203943202
2020-10-20,114.5838394165039,116.0172355594113,112.7506492737219,113.3064551822562,124423700.0,115.7373893737793,114.29946395874023,102.61660278320312,86.80830492019653,52.56329638846688,0.7171294455890842,121.2540640424828,104.85962919482189
2020-10-21,113.95980072021484,115.75397896154352,113.55025356563891,113.76477649436593,89946000.0,115.91193237304688,114.4456315612793,102.97302391052246,87.01689619064331,50.121916855279395,0.524334089410662,120.66162773172378,106.4027864833641
2020-10-22,112.86767578125,115.1006527218332,111.73655770574223,114.52534061393521,101988000.0,115.98798980712891,114.49906692504882,103.31489852905274,87.21421640396119,54.52435623269243,0.5989742240462416,119.97031047256102,107.82835209457765
2020-10-23,112.17536163330078,113.64776283593191,111.43428449669388,113.49174346426179,82572600.0,115.79979782104492,114.49965209960938,103.64551834106446,87.40027917861939,47.33575046766895,0.4923214345507494,119.80469851896365,108.26309094026487
2020-10-26,112.18511199951172,113.64776009630111,110.06914209886924,111.17100842634152,111850700.0,114.88808135986328,114.50243072509765,103.98304916381836,87.585543384552,53.92604395936601,0.6711849220682073,119.80301658014585,108.27354973455141
2020-10-27,113.6965103149414,114.35957774824622,111.68780931378838,112.61415013058482,92276800.0,114.44928665161133,114.54128860473632,104.3133554840088,87.77033887863159,53.20673042480962,0.5555465717271197,119.7781115128281,108.54320501549222
2020-10-28,108.43098449707033,112.55565572913613,108.33347610413212,112.1851208602056,143937800.0,113.47516326904297,114.45621109008789,104.58623733520508,87.93398767471314,43.49776014708166,0.8625899151665749,120.09492837711826,107.77686727717861
