Date,Close,High,Low,Open,Volume,MA10,MA50,MA100,MA200,RSI,Norm_Volume,Bollinger_Upper,Bollinger_Lower
2020-10-15,117.7042007446289,118.18199717706204,115.20794965666714,115.76375579545285,112559200.0,114.77887802124023,114.00747314453125,101.50143844604492,86.1761858177185,63.1023327545611,0.6304041607149542,121.17348386907844,102.62143495416376
2020-10-16,116.05624389648438,118.52324985437662,115.85147406239771,118.25996903954183,115393800.0,115.36393508911132,114.11127212524414,101.88792495727539,86.39288660049438,56.51059859635602,0.6526423889958536,121.18961176451062,103.79297719422961
2020-10-19,113.09195709228516,117.42139051387834,112.7799257876711,116.97284597845898,120639300.0,115.31323013305663,114.20619796752929,102.24442779541016,86.5983007621765,52.83357900863855,0.6883367877990866,121.13354971072953,104.42434671261033
2020-10-20,114.5838623046875,116.01725873391653,112.75067179572477,113.3064778152816,124423700.0,115.73739852905274,114.29946640014649,102.61660415649413,86.80830560684204,52.56335356242863,0.7171294455890842,121.25407673072385,104.85962795067263
2020-10-21,113.95980072021484,115.75397896154352,113.55025356563891,113.76477649436593,89946000.0,115.91194229125976,114.44563400268555,102.97302520751953,87.01689687728881,50.121892957338176,0.524334089410662,120.66163819282566,106.40278822929348
2020-10-22,112.86766815185548,115.10064494149853,111.73655015280667,114.5253328724893,101988000.0,115.9879997253418,114.49906921386719,103.31489944458008,87.21421705245972,54.5243138120378,0.5989742240462416,119.97032186485012,107.82835138344089
2020-10-23,112.17536163330078,113.64776283593191,111.43428449669388,113.49174346426179,82572600.0,115.7998062133789,114.49965438842773,103.64551918029785,87.40027990341187,47.3357685493902,0.4923214345507494,119.80471058657345,108.26308879086797
2020-10-26,112.18511199951172,113.64776009630111,110.06914209886924,111.17100842634152,111850700.0,114.88808898925781,114.50243362426758,103.98304985046387,87.58554410934448,53.92603630214667,0.6711849220682073,119.8030284800228,108.27354851582682
2020-10-27,113.69651794433594,114.35958542213467,111.68781680839272,112.61415768734956,92276800.0,114.44929504394531,114.54129165649414,104.31335632324219,87.77033960342408,53.2067549691175,0.5555465717271197,119.77812424567165,108.54320220086154
2020-10-28,108.43097686767578,112.5556478095225,108.33346848159846,112.18511296666344,143937800.0,113.47517013549805,114.4562141418457,104.58623786926269,87.93398847579957,43.49777769620994,0.8625899151665749,120.09494247882074,107.77686385662847
