Date,Close,High,Low,Open,Volume,MA10,MA50,MA100,MA200,RSI,Norm_Volume,Bollinger_Upper,Bollinger_Lower
2020-10-15,13.929238319396973,13.964883444400389,13.727577969263605,13.770452723605999,267224000.0,13.814199256896973,12.728337783813476,11.197762413024902,8.957704076766968,67.34713213455007,0.455013491845433,14.674133193212228,11.912238800806328
2020-10-16,13.771196365356444,14.080292175143203,13.752251755859765,13.995789308499548,242392000.0,13.888905429840088,12.77778081893921,11.250534801483154,8.996699256896973,62.297985972062214,0.41275805040991087,14.660225204318593,12.087898250729015
2020-10-19,13.458366394042969,13.942698314099715,13.367631359550169,13.862433547837183,298068000.0,13.87447280883789,12.823678512573242,11.30055998802185,9.03460823059082,54.146390396162936,0.5083356208902425,14.63852651070067,12.207361054912122
2020-10-20,13.605683326721191,13.75948337781822,13.467587249483108,13.543863965624142,229212000.0,13.865399360656738,12.873210372924804,11.348187608718872,9.073130567073822,51.84118816090056,0.3935720210080905,14.62720802363621,12.319160289199484
2020-10-21,13.4852876663208,13.7512596862729,13.43817573627759,13.585245403451541,219596000.0,13.82160243988037,12.9266139793396,11.395301265716553,9.110693712234497,48.57982296105997,0.37881584563794235,14.495675970626264,12.590383790421098
2020-10-22,13.322014808654783,13.57203274964044,13.193141414504842,13.483043554770541,290480000.0,13.773966789245605,12.964985122680664,11.440592880249023,9.147384479045868,55.390207166188524,0.5041200113846986,14.360360529450961,12.826703546019008
2020-10-23,13.550596237182615,13.553587742392796,13.252468875607306,13.410755254752724,233484000.0,13.756767082214356,13.007873115539551,11.488725748062134,9.18488955974579,48.92058866419514,0.40719752725044456,14.30917091383906,12.949334335184377
2020-10-26,13.102903366088867,13.652794403380701,13.000453366523148,13.387819932854313,336896000.0,13.648608493804932,13.039394989013672,11.532371721267701,9.219994373321533,39.27571600055003,0.5881546995462723,14.295102460344614,12.973996489087758
2020-10-27,13.357659339904783,13.402777241599955,13.153007512204232,13.267173452039954,250520000.0,13.563706970214843,13.06060173034668,11.577035188674927,9.25541954278946,39.882224971526924,0.44309545081124035,14.283407242794523,13.002741972903719
2020-10-28,12.59015655517578,13.22130994850956,12.572209425845594,13.159490579429658,376520000.0,13.417310237884521,13.067978496551513,11.61516993522644,9.287592194080354,32.42691782199505,0.6689555992002949,14.391764958234226,12.804298083452785
2020-10-29,12.985997200012209,13.15425461112847,12.712796542256983,12.80103832931287,320080000.0,13.322986125946045,13.085709190368652,11.65486086845398,9.321956889629364,40.198970379046244,0.5748597908205768,14.408301017970187,12.728884364872831
2020-10-30,12.497427940368652,12.898752703035122,12.264110514178018,12.81250588144576,416820000.0,13.195609283447265,13.093618698120117,11.686468877792358,9.353460533618927,27.710448978316464,0.7624217567461576,14.481054033526915,12.60346067976044
2020-11-02,12.544042587280272,12.799295201667675,12.358834557544668,12.620817583408344,299652000.0,13.104176902770996,13.091645355224609,11.724229698181153,9.385153684616089,28.17410181102538,0.5625144734111236,14.527856665240067,12.45079304636882
2020-11-03,12.981508255004885,13.066758526089966,12.56597439710213,12.671415897217148,272900000.0,13.041759395599366,13.09768871307373,11.76500705718994,9.419200947284699,36.89940304592182,0.5165159426838024,14.511137632513309,12.396021123742793
2020-11-04,13.753998756408691,13.78715254129417,13.298083341535273,13.350180787938806,410228000.0,13.068630504608155,13.118588809967042,11.811104583740235,9.456840567588806,48.1520159752583,0.7728911647575435,14.489475996833985,12.40075694765454
2020-11-05,14.118681907653809,14.297159498641282,13.950175365544007,14.121175145319006,319028000.0,13.148297214508057,13.146324024200439,11.861898069381715,9.49596132516861,53.51136494392168,0.6011157538045969,14.53763059961363,12.38463340414003
2020-11-06,14.519509315490724,14.546180872786115,13.854455760198293,14.068578472000274,383348000.0,13.245188522338868,13.184961452484131,11.915030183792114,9.537382452487945,60.535552610204945,0.720523039114559,14.672982887083359,12.328972717469865
2020-11-09,13.590974807739258,14.648629518279884,13.571033662741431,14.510035184880275,582976000.0,13.293995666503907,13.194671669006347,11.959056396484375,9.575440421104432,49.87357792585173,1.093850617760212,14.599680442067953,12.342923718240886
2020-11-10,12.732739448547363,13.566797879335905,12.591402719774548,13.566797879335905,644068000.0,13.231503677368163,13.182696723937989,11.994069147109986,9.60824010848999,44.25979772127274,1.2020182218667477,14.516247077436695,12.278963570146313
2020-11-11,13.378849029541016,13.395799624535597,12.910469268187597,13.015661659709846,404744000.0,13.310372924804687,13.17466028213501,12.032896537780761,9.64457279920578,50.403772363311255,0.7583868050019682,14.438966289076786,12.288716873612424
2020-11-12,13.417485237121582,13.725832772565191,13.277145991940019,13.439670490086485,365812000.0,13.353521728515625,13.156917228698731,12.07287530899048,9.681065068244934,49.028097214649755,0.6987456151235223,14.380579465946614,12.295928388515055
2020-11-13,13.258200645446776,13.628865795252274,13.021144322381677,13.587486796722393,346312000.0,13.429598999023437,13.162530765533447,12.113399333953858,9.71792840719223,51.183749438623856,0.6769851025431707,14.33513074919108,12.290077533279621
